unit_id,treatment,checkout_completed,pre_purchase_score
shopper_0004225,1,0,0.22712456
shopper_0004226,1,0,0.28200692
shopper_0004227,0,0,0.56920282
shopper_0004228,0,1,0.46522173
shopper_0004229,1,1,0.41445507
shopper_0004230,0,0,0.25894762
shopper_0004231,1,0,0.91499266
shopper_0004232,0,0,0.83403439
shopper_0004233,1,0,0.78790823
shopper_0004234,0,0,0.58708243
shopper_0004235,0,0,0.47001346
shopper_0004236,1,0,0.67078564
shopper_0004237,0,0,0.34774997
shopper_0004238,0,0,0.03103188
shopper_0004239,0,0,0.71415130
shopper_0004240,0,0,0.69278656
shopper_0004241,1,1,0.22384264
shopper_0004242,1,0,0.78436007
shopper_0004243,1,0,0.64140726
shopper_0004244,1,0,0.79003977
shopper_0004245,1,0,0.20979009
shopper_0004246,0,0,0.92587758
shopper_0004247,1,0,0.73216809
shopper_0004248,1,0,0.36037524
shopper_0004249,1,0,0.66093594
shopper_0004250,1,0,0.69831825
shopper_0004251,0,1,0.32566956
shopper_0004252,1,0,0.51792414
shopper_0004253,1,0,0.31439497
shopper_0004254,1,0,0.65973872
shopper_0004255,0,0,0.67608770
shopper_0004256,1,0,0.35634693
shopper_0004257,1,0,0.94452687
shopper_0004258,1,1,0.41778814
shopper_0004259,0,0,0.58577110
shopper_0004260,0,0,0.50140974
shopper_0004261,0,1,0.34044083
shopper_0004262,1,0,0.70713793
shopper_0004263,0,0,0.53806153
shopper_0004264,1,0,0.73823241
shopper_0004265,1,0,0.22579511
shopper_0004266,0,0,0.84868414
shopper_0004267,0,0,0.90371126
shopper_0004268,1,0,0.72741768
shopper_0004269,1,0,0.15508984
shopper_0004270,0,0,0.44116064
shopper_0004271,1,0,0.55817182
shopper_0004272,0,0,0.71509934
shopper_0004273,1,0,0.52481262
shopper_0004274,0,0,0.80379094
shopper_0004275,0,0,0.48089835
shopper_0004276,1,0,0.45145558
shopper_0004277,1,0,0.13477224
shopper_0004278,0,0,0.70156996
shopper_0004279,0,0,0.52997109
shopper_0004280,1,0,0.40531721
shopper_0004281,1,1,0.92182897
shopper_0004282,1,0,0.84603867
shopper_0004283,1,0,0.32859297
shopper_0004284,1,0,0.48323776
shopper_0004285,1,0,0.21346579
shopper_0004286,1,0,0.77040801
shopper_0004287,0,1,0.34566647
shopper_0004288,0,0,0.71817356
shopper_0004289,1,0,0.91599651
shopper_0004290,1,0,0.71789826
shopper_0004291,0,0,0.85569083
shopper_0004292,0,0,0.38721255
shopper_0004293,1,0,0.69573876
shopper_0004294,1,0,0.49310544
shopper_0004295,0,0,0.43047319
shopper_0004296,1,0,0.65714541
shopper_0004297,1,0,0.31496156
shopper_0004298,0,0,0.43684271
shopper_0004299,0,0,0.66844167
shopper_0004300,0,0,0.08716182
shopper_0004301,0,0,0.41102875
shopper_0004302,1,0,0.44399064
shopper_0004303,1,0,0.35152927
shopper_0004304,0,0,0.69317566
shopper_0004305,1,0,0.08390140
shopper_0004306,1,0,0.67340944
shopper_0004307,1,0,0.80908553
shopper_0004308,0,0,0.61416995
shopper_0004309,0,0,0.09658074
shopper_0004310,0,0,0.53858601
shopper_0004311,0,0,0.36967960
shopper_0004312,0,0,0.20783078
shopper_0004313,0,0,0.62193013
shopper_0004314,1,0,0.65505968
shopper_0004315,1,0,0.73612379
shopper_0004316,0,0,0.16906652
shopper_0004317,1,0,0.31229278
shopper_0004318,1,0,0.11133838
shopper_0004319,0,0,0.24747122
shopper_0004320,0,0,0.57774520
shopper_0004321,1,0,0.30528945
shopper_0004322,1,0,0.23520345
shopper_0004323,0,1,0.42695276
shopper_0004324,0,0,0.47562161
shopper_0004325,0,0,0.75405588
shopper_0004326,0,0,0.34289705
shopper_0004327,0,0,0.15784549
shopper_0004328,0,0,0.94386652
shopper_0004329,1,0,0.56665373
shopper_0004330,1,0,0.32587407
shopper_0004331,1,0,0.37692002
shopper_0004332,0,0,0.26557399
shopper_0004333,1,0,0.44305848
shopper_0004334,1,0,0.42431349
shopper_0004335,1,0,0.47299249
shopper_0004336,1,0,0.05496961
shopper_0004337,1,0,0.33865792
shopper_0004338,0,0,0.27319782
shopper_0004339,1,0,0.28922500
shopper_0004340,0,0,0.50272060
shopper_0004341,1,0,0.20286432
shopper_0004342,1,1,0.74167569
shopper_0004343,1,0,0.46056379
shopper_0004344,0,0,0.76002369
shopper_0004345,0,0,0.65345633
shopper_0004346,0,0,0.72088466
shopper_0004347,1,0,0.18122608
shopper_0004348,0,0,0.85808299
shopper_0004349,1,0,0.28045095
shopper_0004350,0,0,0.59449070
shopper_0004351,1,0,0.53604961
shopper_0004352,1,0,0.14283822
shopper_0004353,1,0,0.90900688
shopper_0004354,1,0,0.22553468
shopper_0004355,1,0,0.22752047
shopper_0004356,1,0,0.51296974
shopper_0004357,1,0,0.49141252
shopper_0004358,1,0,0.71071933
shopper_0004359,1,0,0.15948212
shopper_0004360,1,0,0.61126521
shopper_0004361,0,0,0.69662537
shopper_0004362,0,0,0.41829501
shopper_0004363,1,0,0.82102199
shopper_0004364,1,0,0.11990399
shopper_0004365,1,0,0.68279061
shopper_0004366,1,0,0.50377438
shopper_0004367,1,0,0.36844792
shopper_0004368,0,1,0.64508027
shopper_0004369,1,0,0.45063741
shopper_0004370,1,1,0.37333119
shopper_0004371,1,0,0.69139005
shopper_0004372,0,0,0.67161836
shopper_0004373,0,0,0.76834950
shopper_0004374,1,1,0.88744145
shopper_0004375,1,0,0.43525181
shopper_0004376,0,0,0.51965179
shopper_0004377,1,0,0.66926157
shopper_0004378,1,0,0.36882018
shopper_0004379,0,0,0.50480956
shopper_0004380,1,0,0.40454393
shopper_0004381,0,0,0.19616287
shopper_0004382,0,0,0.53836597
shopper_0004383,1,1,0.42033471
shopper_0004384,1,0,0.75514517
shopper_0004385,0,0,0.46009571
shopper_0004386,0,0,0.74241514
shopper_0004387,1,0,0.28707235
shopper_0004388,1,1,0.75824306
shopper_0004389,1,0,0.67890982
shopper_0004390,1,0,0.60268488
shopper_0004391,0,0,0.55763764
shopper_0004392,0,0,0.49073300
shopper_0004393,0,0,0.43699378
shopper_0004394,1,0,0.19234361
shopper_0004395,1,0,0.46277445
shopper_0004396,0,0,0.29894653
shopper_0004397,1,0,0.68124072
shopper_0004398,1,1,0.63772661
shopper_0004399,0,0,0.20855903
shopper_0004400,1,0,0.56782650
shopper_0004401,1,0,0.41956086
shopper_0004402,1,0,0.42987054
shopper_0004403,1,1,0.57975995
shopper_0004404,1,0,0.19293487
shopper_0004405,0,0,0.75599272
shopper_0004406,0,0,0.34578574
shopper_0004407,1,0,0.22794591
shopper_0004408,1,0,0.63549072
shopper_0004409,1,0,0.57031868
shopper_0004410,0,0,0.71648233
shopper_0004411,0,0,0.57139245
shopper_0004412,0,0,0.47997557
shopper_0004413,0,0,0.40606453
shopper_0004414,1,0,0.28874133
shopper_0004415,1,0,0.57972884
shopper_0004416,0,0,0.44565985
shopper_0004417,1,0,0.60712667
shopper_0004418,1,0,0.45103862
shopper_0004419,0,0,0.05683490
shopper_0004420,1,0,0.61378579
shopper_0004421,0,0,0.34012143
shopper_0004422,0,1,0.58756810
shopper_0004423,0,0,0.58222412
shopper_0004424,0,0,0.49844404
shopper_0004425,0,1,0.66631065
shopper_0004426,0,0,0.50410731
shopper_0004427,1,0,0.64565166
shopper_0004428,1,1,0.34864991
shopper_0004429,1,0,0.58161014
shopper_0004430,1,0,0.14385229
shopper_0004431,0,0,0.38746752
shopper_0004432,1,0,0.37389881
shopper_0004433,0,1,0.60443583
shopper_0004434,1,0,0.36778486
shopper_0004435,0,0,0.77855899
shopper_0004436,0,0,0.35441167
shopper_0004437,0,1,0.36231955
shopper_0004438,1,0,0.46426823
shopper_0004439,1,1,0.33306882
shopper_0004440,1,0,0.81545836
shopper_0004441,1,0,0.23830933
shopper_0004442,1,0,0.80827400
shopper_0004443,1,0,0.43490908
shopper_0004444,0,0,0.53734665
shopper_0004445,1,1,0.51423268
shopper_0004446,0,0,0.14760383
shopper_0004447,1,0,0.47345787
shopper_0004448,1,0,0.81107635
shopper_0004449,1,0,0.24046692
shopper_0004450,0,0,0.78177900
shopper_0004451,0,0,0.36405254
shopper_0004452,0,0,0.29704419
shopper_0004453,1,1,0.31129639
shopper_0004454,0,0,0.30994263
shopper_0004455,0,0,0.27969857
shopper_0004456,0,0,0.67044698
shopper_0004457,0,0,0.52576717
shopper_0004458,1,1,0.30509922
shopper_0004459,1,0,0.60811170
shopper_0004460,1,0,0.30449903
shopper_0004461,1,0,0.27115212
shopper_0004462,1,0,0.11176303
shopper_0004463,1,0,0.21936196
shopper_0004464,0,0,0.61456277
shopper_0004465,1,0,0.62809574
shopper_0004466,1,0,0.67319727
shopper_0004467,0,0,0.28730792
shopper_0004468,1,0,0.46758889
shopper_0004469,1,0,0.67102126
shopper_0004470,0,1,0.75058173
shopper_0004471,1,0,0.56750046
shopper_0004472,0,0,0.27883969
shopper_0004473,0,0,0.26145439
shopper_0004474,1,0,0.32461573
shopper_0004475,1,0,0.51473999
shopper_0004476,1,0,0.39520909
shopper_0004477,1,1,0.23403303
shopper_0004478,1,0,0.59851511
shopper_0004479,0,0,0.62156753
shopper_0004480,1,1,0.42120534
shopper_0004481,1,0,0.71433537
shopper_0004482,1,0,0.64223589
shopper_0004483,1,0,0.47258586
shopper_0004484,0,0,0.46110133
shopper_0004485,0,0,0.68762953
shopper_0004486,1,0,0.63716177
shopper_0004487,0,0,0.80000926
shopper_0004488,0,0,0.44992038
shopper_0004489,1,0,0.80396235
shopper_0004490,0,1,0.52031070
shopper_0004491,0,0,0.85539935
shopper_0004492,0,0,0.79454190
shopper_0004493,0,1,0.79379352
shopper_0004494,0,0,0.42199491
shopper_0004495,1,1,0.66140823
shopper_0004496,1,0,0.73803507
shopper_0004497,0,0,0.70072982
shopper_0004498,1,0,0.84151694
shopper_0004499,0,0,0.33397900
shopper_0004500,1,0,0.45214695
shopper_0004501,1,0,0.06164486
shopper_0004502,1,0,0.61755459
shopper_0004503,1,0,0.65763739
shopper_0004504,0,0,0.00706518
shopper_0004505,0,0,0.20185531
shopper_0004506,0,0,0.72066012
shopper_0004507,1,0,0.14916690
shopper_0004508,1,0,0.40751104
shopper_0004509,0,0,0.45532820
shopper_0004510,0,1,0.59020780
shopper_0004511,0,0,0.06529441
shopper_0004512,1,0,0.30980310
shopper_0004513,0,1,0.60979390
shopper_0004514,1,0,0.44171736
shopper_0004515,1,0,0.67021958
shopper_0004516,0,0,0.95979192
shopper_0004517,0,0,0.21695599
shopper_0004518,1,1,0.61142652
shopper_0004519,0,0,0.67570590
shopper_0004520,0,0,0.84947217
shopper_0004521,0,1,0.56599894
shopper_0004522,0,0,0.31405715
shopper_0004523,0,0,0.55586350
shopper_0004524,0,0,0.68151008
shopper_0004525,1,1,0.45791760
shopper_0004526,0,0,0.39861874
shopper_0004527,1,0,0.88253218
shopper_0004528,0,0,0.10533736
shopper_0004529,1,0,0.89856304
shopper_0004530,1,0,0.24293306
shopper_0004531,0,0,0.87901060
shopper_0004532,1,0,0.94029675
shopper_0004533,0,0,0.06282816
shopper_0004534,0,1,0.50074832
shopper_0004535,1,0,0.23052088
shopper_0004536,1,0,0.70400743
shopper_0004537,1,0,0.48589302
shopper_0004538,1,0,0.07511988
shopper_0004539,0,0,0.48415532
shopper_0004540,1,0,0.25034595
shopper_0004541,0,0,0.95570046
shopper_0004542,0,0,0.65103919
shopper_0004543,0,0,0.71837175
shopper_0004544,1,0,0.34865362
shopper_0004545,1,1,0.33891710
shopper_0004546,0,0,0.51015528
shopper_0004547,1,0,0.39212494
shopper_0004548,1,0,0.35566459
shopper_0004549,0,0,0.64406908
shopper_0004550,1,1,0.83831995
shopper_0004551,1,0,0.07557459
shopper_0004552,0,0,0.47996651
shopper_0004553,1,0,0.31077847
shopper_0004554,0,0,0.46695807
shopper_0004555,0,1,0.72971752
shopper_0004556,0,0,0.18118471
shopper_0004557,0,0,0.43223389
shopper_0004558,1,1,0.78039816
shopper_0004559,1,0,0.35652592
shopper_0004560,1,0,0.45328587
shopper_0004561,0,0,0.65211608
shopper_0004562,1,0,0.77887708
shopper_0004563,1,0,0.30814712
shopper_0004564,0,0,0.75526259
shopper_0004565,0,0,0.73719111
shopper_0004566,0,0,0.17829379
shopper_0004567,1,0,0.72427321
shopper_0004568,1,0,0.39376769
shopper_0004569,1,0,0.17225609
shopper_0004570,0,0,0.54160537
shopper_0004571,1,0,0.55846084
shopper_0004572,1,0,0.28373856
shopper_0004573,1,0,0.59721192
shopper_0004574,1,0,0.37716820
shopper_0004575,1,0,0.84724520
shopper_0004576,1,0,0.90969841
shopper_0004577,1,1,0.78255834
shopper_0004578,1,1,0.44668412
shopper_0004579,1,0,0.56476706
shopper_0004580,1,0,0.52847662
shopper_0004581,0,1,0.88200529
shopper_0004582,1,0,0.27668301
shopper_0004583,1,0,0.84195150
shopper_0004584,0,0,0.63825581
shopper_0004585,0,0,0.46775290
shopper_0004586,0,0,0.82515605
shopper_0004587,1,1,0.47686621
shopper_0004588,0,0,0.57597858
shopper_0004589,0,0,0.50603621
shopper_0004590,1,0,0.65591297
shopper_0004591,1,0,0.62642020
shopper_0004592,0,0,0.31746954
shopper_0004593,1,0,0.73545579
shopper_0004594,0,0,0.15766082
shopper_0004595,0,0,0.73291158
shopper_0004596,1,0,0.55363549
shopper_0004597,0,1,0.49233375
shopper_0004598,0,0,0.63069170
shopper_0004599,0,0,0.21732486
shopper_0004600,1,0,0.56716539
shopper_0004601,0,0,0.44541552
shopper_0004602,1,0,0.43201718
shopper_0004603,0,1,0.38171938
shopper_0004604,1,1,0.67767233
shopper_0004605,1,0,0.05911708
shopper_0004606,0,0,0.77177104
shopper_0004607,1,0,0.76574415
shopper_0004608,1,0,0.86824896
shopper_0004609,0,0,0.64677327
shopper_0004610,0,0,0.58120670
shopper_0004611,0,1,0.32803426
shopper_0004612,0,0,0.11281861
shopper_0004613,0,0,0.49550806
shopper_0004614,1,0,0.34227849
shopper_0004615,0,0,0.73372894
shopper_0004616,0,0,0.15216529
shopper_0004617,0,1,0.11046454
shopper_0004618,1,0,0.22588317
shopper_0004619,1,0,0.62064389
shopper_0004620,0,0,0.25139861
shopper_0004621,0,0,0.80870223
shopper_0004622,0,0,0.82335320
shopper_0004623,0,1,0.56028440
shopper_0004624,1,0,0.32829534
shopper_0004625,0,0,0.88685732
shopper_0004626,1,0,0.47982167
shopper_0004627,0,0,0.67562115
shopper_0004628,0,0,0.61876682
shopper_0004629,0,0,0.20980751
shopper_0004630,0,0,0.73612458
shopper_0004631,1,0,0.44006310
shopper_0004632,0,0,0.58050890
shopper_0004633,1,1,0.61965749
shopper_0004634,1,0,0.66264807
shopper_0004635,0,0,0.81449176
shopper_0004636,1,0,0.76097056
shopper_0004637,0,0,0.32106429
shopper_0004638,1,0,0.17261307
shopper_0004639,0,0,0.20533446
shopper_0004640,1,0,0.22118817
shopper_0004641,0,0,0.65369529
shopper_0004642,0,0,0.84808264
shopper_0004643,1,0,0.28217070
shopper_0004644,1,0,0.59219196
shopper_0004645,0,0,0.85414574
shopper_0004646,1,0,0.17491686
shopper_0004647,0,0,0.26411588
shopper_0004648,1,0,0.06013856
shopper_0004649,0,0,0.69560693
shopper_0004650,0,1,0.58095945
shopper_0004651,1,0,0.58105726
shopper_0004652,1,0,0.35269443
shopper_0004653,0,1,0.63311452
shopper_0004654,0,0,0.48720515
shopper_0004655,0,0,0.24665948
shopper_0004656,0,0,0.08802149
shopper_0004657,0,0,0.43337850
shopper_0004658,0,0,0.14617983
shopper_0004659,1,0,0.58010198
shopper_0004660,1,1,0.18460480
shopper_0004661,1,0,0.57809110
shopper_0004662,0,0,0.67469440
shopper_0004663,1,0,0.19086804
shopper_0004664,0,0,0.80459827
shopper_0004665,1,0,0.60731833
shopper_0004666,0,0,0.22505946
shopper_0004667,0,0,0.84922631
shopper_0004668,0,0,0.79981452
shopper_0004669,1,0,0.33458175
shopper_0004670,0,0,0.42214624
shopper_0004671,0,0,0.71876755
shopper_0004672,0,0,0.87127129
shopper_0004673,0,1,0.26150861
shopper_0004674,1,0,0.58568748
shopper_0004675,1,0,0.55492224
shopper_0004676,1,0,0.08924614
shopper_0004677,1,0,0.69170761
shopper_0004678,1,0,0.53189417
shopper_0004679,0,1,0.69623026
shopper_0004680,0,0,0.53739474
shopper_0004681,1,0,0.50721323
shopper_0004682,0,0,0.15133793
shopper_0004683,0,0,0.22727784
shopper_0004684,1,1,0.86036834
shopper_0004685,0,0,0.59856371
shopper_0004686,1,0,0.42215248
shopper_0004687,0,0,0.63936701
shopper_0004688,0,0,0.53156411
shopper_0004689,0,1,0.43789321
shopper_0004690,1,0,0.63016518
shopper_0004691,0,0,0.66108206
shopper_0004692,1,0,0.28157668
shopper_0004693,0,0,0.46839473
shopper_0004694,0,0,0.44019813
shopper_0004695,1,0,0.49971024
shopper_0004696,1,0,0.84265351
shopper_0004697,0,0,0.28070678
shopper_0004698,0,0,0.45012500
shopper_0004699,1,1,0.09533799
shopper_0004700,1,0,0.35992539
shopper_0004701,0,0,0.68977286
shopper_0004702,0,0,0.65025695
shopper_0004703,1,0,0.60112262
shopper_0004704,1,0,0.50476205
shopper_0004705,1,0,0.25352961
shopper_0004706,1,0,0.62454800
shopper_0004707,0,0,0.20112054
shopper_0004708,1,0,0.27033037
shopper_0004709,1,0,0.79375919
shopper_0004710,1,0,0.27535695
shopper_0004711,1,0,0.44518114
shopper_0004712,1,0,0.86803576
shopper_0004713,0,0,0.73272022
shopper_0004714,1,0,0.36874311
shopper_0004715,1,0,0.25731810
shopper_0004716,1,0,0.16886068
shopper_0004717,0,0,0.69932589
shopper_0004718,0,0,0.38483481
shopper_0004719,1,0,0.70594178
shopper_0004720,1,0,0.41933252
shopper_0004721,1,0,0.71228708
shopper_0004722,1,1,0.86475384
shopper_0004723,0,0,0.28252006
shopper_0004724,1,0,0.35029090
shopper_0004725,0,0,0.80022425
shopper_0004726,1,0,0.17477000
shopper_0004727,0,0,0.71350867
shopper_0004728,0,0,0.48552680
shopper_0004729,1,0,0.20240461
shopper_0004730,0,0,0.48817697
shopper_0004731,0,0,0.83323829
shopper_0004732,1,0,0.79515968
shopper_0004733,1,0,0.47383124
shopper_0004734,0,0,0.32373202
shopper_0004735,0,0,0.75477284
shopper_0004736,0,0,0.65401234
shopper_0004737,0,0,0.30530664
shopper_0004738,0,0,0.40628210
shopper_0004739,0,0,0.57374793
shopper_0004740,1,0,0.53480800
shopper_0004741,1,0,0.80415348
shopper_0004742,1,0,0.29556646
shopper_0004743,1,0,0.72087334
shopper_0004744,0,0,0.16332420
shopper_0004745,0,0,0.58668306
shopper_0004746,0,0,0.22124940
shopper_0004747,1,0,0.48299849
shopper_0004748,1,0,0.48957962
shopper_0004749,1,0,0.23856081
shopper_0004750,0,0,0.37608411
shopper_0004751,0,0,0.30703499
shopper_0004752,0,0,0.15279850
shopper_0004753,0,0,0.65306212
shopper_0004754,0,0,0.59366858
shopper_0004755,0,0,0.20404302
shopper_0004756,1,0,0.36140244
shopper_0004757,0,1,0.34253204
shopper_0004758,1,0,0.41059099
shopper_0004759,1,0,0.67808347
shopper_0004760,0,0,0.50255045
shopper_0004761,1,0,0.51523933
shopper_0004762,0,0,0.19288790
shopper_0004763,0,0,0.25544789
shopper_0004764,0,0,0.81387670
shopper_0004765,0,0,0.08371140
shopper_0004766,0,0,0.34501460
shopper_0004767,1,0,0.43908705
shopper_0004768,0,0,0.59651083
shopper_0004769,1,0,0.88761264
shopper_0004770,0,0,0.24257389
shopper_0004771,1,0,0.47580336
shopper_0004772,1,0,0.75717651
shopper_0004773,0,0,0.35609004
shopper_0004774,1,0,0.57169031
shopper_0004775,1,0,0.53511875
shopper_0004776,0,0,0.76004140
shopper_0004777,0,0,0.15322492
shopper_0004778,1,0,0.48308427
shopper_0004779,0,0,0.44742627
shopper_0004780,0,0,0.64658172
shopper_0004781,1,0,0.37931246
shopper_0004782,1,0,0.34819301
shopper_0004783,0,0,0.42737374
shopper_0004784,0,0,0.37071909
shopper_0004785,0,1,0.61247670
shopper_0004786,1,0,0.62906619
shopper_0004787,1,1,0.46187638
shopper_0004788,1,0,0.48032782
shopper_0004789,1,0,0.75898074
shopper_0004790,1,0,0.55790808
shopper_0004791,0,0,0.22813411
shopper_0004792,0,0,0.35812065
shopper_0004793,0,0,0.41365310
shopper_0004794,0,0,0.76405189
shopper_0004795,0,0,0.45821315
shopper_0004796,0,0,0.31653632
shopper_0004797,0,0,0.77768898
shopper_0004798,0,0,0.73415852
shopper_0004799,1,0,0.79481395
shopper_0004800,1,1,0.15563687
shopper_0004801,1,1,0.62530448
shopper_0004802,0,0,0.54906285
shopper_0004803,1,1,0.29170600
shopper_0004804,0,0,0.43300138
shopper_0004805,0,0,0.72468760
shopper_0004806,1,0,0.75122544
shopper_0004807,0,0,0.44962358
shopper_0004808,0,0,0.45692501
shopper_0004809,0,0,0.60275755
shopper_0004810,1,0,0.31553716
shopper_0004811,0,1,0.27461225
shopper_0004812,0,0,0.79562524
shopper_0004813,1,0,0.38163846
shopper_0004814,0,0,0.62517782
shopper_0004815,0,0,0.45667993
shopper_0004816,0,0,0.53186777
shopper_0004817,1,0,0.13196369
shopper_0004818,1,0,0.70162624
shopper_0004819,0,0,0.54863384
shopper_0004820,1,0,0.31328749
shopper_0004821,0,1,0.27515479
shopper_0004822,1,1,0.43254546
shopper_0004823,0,0,0.80223577
shopper_0004824,1,0,0.51434175
shopper_0004825,0,0,0.37453636
shopper_0004826,1,0,0.39248237
shopper_0004827,1,0,0.69543110
shopper_0004828,1,1,0.44013045
shopper_0004829,1,0,0.32119801
shopper_0004830,1,0,0.78344064
shopper_0004831,1,0,0.65151961
shopper_0004832,0,0,0.75031701
shopper_0004833,0,0,0.47788793
shopper_0004834,0,0,0.30850651
shopper_0004835,0,0,0.45245203
shopper_0004836,0,0,0.97572277
shopper_0004837,1,0,0.36727598
shopper_0004838,1,0,0.46476758
shopper_0004839,0,0,0.61093172
shopper_0004840,0,0,0.56018768
shopper_0004841,1,0,0.46039742
shopper_0004842,1,1,0.41733652
shopper_0004843,1,0,0.05535281
shopper_0004844,1,0,0.42321813
shopper_0004845,0,0,0.52301742
shopper_0004846,0,0,0.34776800
shopper_0004847,1,0,0.35205191
shopper_0004848,0,0,0.17837558
shopper_0004849,1,0,0.47243724
shopper_0004850,0,0,0.83433939
shopper_0004851,0,0,0.72254853
shopper_0004852,0,0,0.15335752
shopper_0004853,0,0,0.85275926
shopper_0004854,0,0,0.60242206
shopper_0004855,1,0,0.80338917
shopper_0004856,1,0,0.70539647
shopper_0004857,0,0,0.62139591
shopper_0004858,1,1,0.63759936
shopper_0004859,0,0,0.47010376
shopper_0004860,0,0,0.22867918
shopper_0004861,1,0,0.24063720
shopper_0004862,0,0,0.06112732
shopper_0004863,1,0,0.14139118
shopper_0004864,1,0,0.45170931
shopper_0004865,1,0,0.39222830
shopper_0004866,0,0,0.69644537
shopper_0004867,0,0,0.31371593
shopper_0004868,1,0,0.32893986
shopper_0004869,0,0,0.38212827
shopper_0004870,1,0,0.26138815
shopper_0004871,1,0,0.72944519
shopper_0004872,0,0,0.83448549
shopper_0004873,1,0,0.39420079
shopper_0004874,0,0,0.49614784
shopper_0004875,1,0,0.60425711
shopper_0004876,1,0,0.48796175
shopper_0004877,1,0,0.24220009
shopper_0004878,1,1,0.78359502
shopper_0004879,1,0,0.37631021
shopper_0004880,1,0,0.48198415
shopper_0004881,0,0,0.40101247
shopper_0004882,1,0,0.74264471
shopper_0004883,0,0,0.27308177
shopper_0004884,1,0,0.89935557
shopper_0004885,1,0,0.43908435
shopper_0004886,0,0,0.86882244
shopper_0004887,1,0,0.84153207
shopper_0004888,1,0,0.38569148
shopper_0004889,1,0,0.15768927
shopper_0004890,1,0,0.58722246
shopper_0004891,1,0,0.58945335
shopper_0004892,0,0,0.85362810
shopper_0004893,0,0,0.48086952
shopper_0004894,1,0,0.72962838
shopper_0004895,0,0,0.67186214
shopper_0004896,0,0,0.52167243
shopper_0004897,0,0,0.85926010
shopper_0004898,1,0,0.52152922
shopper_0004899,1,1,0.10865027
shopper_0004900,1,0,0.41378919
shopper_0004901,0,0,0.41061788
shopper_0004902,1,0,0.27210309
shopper_0004903,1,1,0.48691510
shopper_0004904,0,0,0.25679342
shopper_0004905,1,0,0.55252611
shopper_0004906,1,1,0.70837185
shopper_0004907,0,0,0.11553626
shopper_0004908,0,0,0.09944363
shopper_0004909,0,0,0.45759148
shopper_0004910,1,0,0.58051643
shopper_0004911,0,0,0.73473386
shopper_0004912,1,1,0.43083438
shopper_0004913,1,0,0.60392729
shopper_0004914,0,0,0.92393356
shopper_0004915,1,0,0.09917459
shopper_0004916,1,0,0.23460430
shopper_0004917,1,0,0.36454286
shopper_0004918,0,0,0.74851502
shopper_0004919,1,0,0.43821417
shopper_0004920,1,0,0.33355873
shopper_0004921,0,0,0.46449116
shopper_0004922,1,0,0.93127074
shopper_0004923,0,0,0.66443177
shopper_0004924,0,0,0.86387184
shopper_0004925,0,1,0.53049229
shopper_0004926,1,0,0.36346440
shopper_0004927,0,0,0.56141171
shopper_0004928,1,0,0.79784924
shopper_0004929,0,0,0.60317696
shopper_0004930,0,0,0.28421518
shopper_0004931,0,0,0.65555108
shopper_0004932,1,0,0.55540165
shopper_0004933,1,0,0.35905334
shopper_0004934,0,0,0.16085662
shopper_0004935,1,0,0.32062911
shopper_0004936,0,0,0.79765888
shopper_0004937,1,0,0.47531793
shopper_0004938,0,0,0.55551201
shopper_0004939,0,0,0.19116460
shopper_0004940,1,0,0.90529840
shopper_0004941,0,0,0.56601888
shopper_0004942,0,0,0.46588623
shopper_0004943,1,0,0.30868216
shopper_0004944,1,0,0.13144426
shopper_0004945,1,0,0.54002611
shopper_0004946,0,0,0.35557068
shopper_0004947,0,0,0.45592258
shopper_0004948,1,0,0.61749732
shopper_0004949,1,0,0.48539436
shopper_0004950,1,0,0.49394478
shopper_0004951,0,0,0.58624437
shopper_0004952,1,0,0.12602588
shopper_0004953,0,0,0.28462781
shopper_0004954,1,0,0.75387188
shopper_0004955,1,0,0.27843951
shopper_0004956,0,0,0.49459322
shopper_0004957,1,0,0.80557582
shopper_0004958,1,1,0.35257999
shopper_0004959,0,0,0.31490056
shopper_0004960,1,0,0.62096563
shopper_0004961,1,0,0.46765999
shopper_0004962,0,0,0.64449931
shopper_0004963,0,0,0.18260811
shopper_0004964,0,1,0.27291395
shopper_0004965,0,0,0.47607286
shopper_0004966,1,0,0.78974245
shopper_0004967,0,0,0.12210856
shopper_0004968,1,0,0.26542481
shopper_0004969,0,0,0.63462244
shopper_0004970,1,1,0.37617325
shopper_0004971,0,0,0.73856808
shopper_0004972,1,0,0.31532790
shopper_0004973,0,1,0.89179549
shopper_0004974,0,0,0.15939834
shopper_0004975,1,0,0.37317993
shopper_0004976,1,0,0.45467887
shopper_0004977,1,0,0.49995285
shopper_0004978,0,0,0.31650557
shopper_0004979,0,0,0.45425533
shopper_0004980,0,0,0.43255067
shopper_0004981,0,0,0.53349560
shopper_0004982,1,0,0.60358343
shopper_0004983,0,0,0.42394683
shopper_0004984,0,0,0.40037821
shopper_0004985,1,0,0.54722019
shopper_0004986,1,1,0.31512453
shopper_0004987,1,0,0.64280823
shopper_0004988,1,0,0.35955028
shopper_0004989,0,0,0.55683712
shopper_0004990,0,0,0.23296769
shopper_0004991,1,0,0.47408692
shopper_0004992,0,0,0.51755181
shopper_0004993,0,0,0.21440280
shopper_0004994,0,0,0.66671449
shopper_0004995,0,0,0.11963149
shopper_0004996,0,0,0.19485124
shopper_0004997,0,0,0.55125302
shopper_0004998,0,0,0.47487758
shopper_0004999,1,0,0.46627969
shopper_0005000,0,0,0.20851765
